type_ownership;Nome Edificio;Descrizione Edificio;Indirizzo;address_secondary;Destinazione_uso;id_building;city
TER;immobile 169;STRADA COMUNALE URBANA. Ha cambiato nome, ora è via R. DE VITA (scheda A1240).;GIOIOA DEL COLLE Vico LANTERNA VICO II SNC;;;2689334;072021
TER;immobile 17;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BARBA SNC;;;2689483;072021
TER;immobile 170;LANTERNA VICO III, STRADA COMUNALE URBANA.  Ha cambiato nome, ora è via G. A. DARAGONA (scheda A1243);GIOIOA DEL COLLE Vico LANTERNA VICO III SNC;;;2689333;072021
TER;immobile 171;STRADA COMUNALE URBANA. Forse chiamata VIA LAZZERUOLA.;GIOIOA DEL COLLE Vico LAZZERUOLA SNC;;;2689332;072021
TER;immobile 172;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LEONARDO DA VINCI SNC;;;2689331;072021
TER;immobile 173;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LEOPARDI GIACOMO SNC;;;2689330;072021
TER;immobile 174;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LEPRE SNC;;;2689329;072021
TER;immobile 175;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LE SABINE SNC;;;2689328;072021
TER;immobile 176;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LE STRETTOLE SNC;;;2689327;072021
TER;immobile 177;LE TORRI VIA, STRADA COMUNALE URBANA.  Forse ha cambiato nome.;GIOIA DEL COLLE  VIA LE TORRI SNC;;;2689326;072021
TER;immobile 178;STRADA COMUNALE URBANA.  Forse ha cambiato nome.;GIOIOA DEL COLLE Vico LEVANTE SNC;;;2689325;072021
TER;immobile 179;STRADA COMUNALE URBANA;GIOIA DEL COLLE  PIAZZA LIVIA SNC;;;2689324;072021
TER;immobile 18;STRADA COMUNALE URBANA DA VERIFICARE SE ESISTE ANCORA.;GIOIA DEL COLLE  VIA BARBIERI ULISSE SNC;;;2689482;072021
TER;immobile 180;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LOSAPIO SNC;;;2689323;072021
TER;immobile 181;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LOSITO PAOLO SNC;;;2689322;072021
TER;immobile 182;STRADA COMUNALE URBANA. Forse chiamata VIA LUCERNA.;GIOIOA DEL COLLE Vico LUCERNA SNC;;;2689321;072021
TER;immobile 183;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PAPA LUCIANI SNC;;;2689320;072021
TER;immobile 184;STRADA COMUNALE URBANA. Forse era VIA LUPO.;GIOIOA DEL COLLE VICO LUPI SNC;;;2689319;072021
TER;immobile 185;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MACHIAVELLI SNC;;;2689318;072021
TER;immobile 186;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MAIELLA SNC;;;2689317;072021
TER;immobile 187;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MANIN DANIELE SNC;;;2689316;072021
TER;immobile 188;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MANZONI ALESSANDRO SNC;;;2689315;072021
TER;immobile 189;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MARCHESANA SNC;;;2689314;072021
TER;immobile 19;STRADA COMUNALE URBANA. Forse ha cambiato nome.;GIOIOA DEL COLLE Vico BASILE VICO I SNC;;;2689481;072021
TER;immobile 190;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MARCONI GUGLIELMO SNC;;;2689313;072021
TER;immobile 191;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MARGOLFO SNC;;;2689312;072021
TER;immobile 192;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MARTANO SNC;;;2689311;072021
TER;immobile 193;STRADA COMUNALE URBANA. Vico o Via MARTE;GIOIOA DEL COLLE Vico MARTE SNC;;;2689310;072021
TER;immobile 194;STRADA COMUNALE URBANA;GIOIOA DEL COLLE P.zzaMARGHERITA DI SAVOIA SNC;;;2689309;072021
TER;immobile 195;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico MARTE VICO I SNC;;;2689308;072021
TER;immobile 196;STRADA COMUNALE URBANA;GIOIA DEL COLLE  PIAZZA DEI MARTIRI SNC;;;2689307;072021
TER;immobile 197;STRADA COMUNALE URBANA - Forse era VIA MARTIRI DI CEFALONIA;GIOIA DEL COLLE  VIA CEFALONIA SNC;;;2689306;072021
TER;immobile 198;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MARZABOTTO SNC;;;2689305;072021
TER;immobile 199;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MASANIELLO SNC;;;2689304;072021
TER;immobile 200;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MASCAGNI SNC;;;2689303;072021
TER;immobile 201;MASTROCINTO VIA, STRADA COMUNALE URBANA;GIOIOA DEL COLLE MASTROCINTO  VIA SNC;;;2689302;072021
TER;immobile 202;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MATTEOTTI GIACOMO SNC;;;2689301;072021
TER;immobile 203;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico MATTO SNC;;;2689300;072021
TER;immobile 204;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MAZZINI GIUSEPPE SNC;;;2689299;072021
TER;immobile 205;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico MAZZINI GIUSEPPE SNC;;;2689298;072021
TER;immobile 206;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico MAZZINI GIUSEPPE SNC;;;2689297;072021
TER;immobile 207;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico MAZZINI GIUSEPPE SNC;;;2689296;072021
TER;immobile 208;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico MAZZINI GIUSEPPE SNC;;;2689295;072021
TER;immobile 209;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico MAZZINI GIUSEPPE SNC;;;2689294;072021
TER;immobile 21;STRADA COMUNALE URBANA. Verificare se esiste ancora.;GIOIOA DEL COLLE Vico BASILE III (VICO III SNC;;;2689480;072021
TER;immobile 210;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MENTANA SNC;;;2689293;072021
TER;immobile 211;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MERCADANTE SNC;;;2689292;072021
TER;immobile 212;Forse era o è ancora chiamata VIA DEL MERCATO, STRADA COMUNALE URBANA, sopra Piazza C. BATTISTI, di fianco al fabbricato dellINPS.;GIOIOA DEL COLLE VICO MERCATO SNC;;;2689291;072021
TER;immobile 213;Forse era o è ancora chiamata VIA MERCURIO, STRADA COMUNALE URBANA;GIOIOA DEL COLLE VICO MERCURIO SNC;;;2689290;072021
TER;immobile 214;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MERGELLINA SNC;;;2689289;072021
TER;immobile 215;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MERIDIANA SNC;;;2689288;072021
TER;immobile 216;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MEUCCI SNC;;;2689287;072021
TER;immobile 2162;RIPRISTINO UTILIZZO POZZO IN LOCALITA MONTURSI;GIOIA DEL COLLE MONTURSI LOCALITA MONTURSI SNC;;;2688710;072021
TER;immobile 2164;RETE FOGNARIA COMUNALE;LOCALITA GIOIA DEL COLLE SNC;;;2688709;072021
TER;immobile 2165;LAVORI DI SISTEMAZIONE E BONIFICA CAMPO BOARIO;LOCALITA GIOIA DEL COLLE SNC;;;2688708;072021
TER;immobile 2166;REALIZZAZIONE AREA VERDE PER CANI;LOCALITA GIOIA DEL COLLE SNC;;;2688707;072021
TER;immobile 2167;LAV. BONIFICA CANALE VIA DEL MONTE E RISARCIMENTO DANNI CANALE VIA DEL MONTE;LOCALITA GIOIA DEL COLLE SNC;;;2688706;072021
TER;immobile 2168;ONORARIO STUDIO DI FATTIBILITA;LOCALITA GIOIA DEL COLLE SNC;;;2688705;072021
TER;immobile 217;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MICCA PIETRO SNC;;;2689286;072021
TER;immobile 2170;INCARICHI PROFESSIONALI IDROGEOLOGICHE, GEOGNOSTICHE E STUDI DI FATTIBILITA;LOCALITA GIOIA DEL COLLE SNC;;;2688704;072021
TER;immobile 2175;N.C.;GIOIOA DEL COLLE Str. vic.NUOVA MARCHESANA SNC;;;2688703;072021
TER;immobile 2178;REALIZZAZIONE STRADA ADIACENTE PISCINA COMUNALE;GIOIA DEL COLLE  VIA PALMENTULLO SNC;;;2688702;072021
TER;immobile 218;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DON MILANO SANTE SNC;;;2689285;072021
TER;immobile 2180;RIQUALIFICAZIONE TRATTO FERROVIARIO BARI/TARANTO;LOCALITA GIOIA DEL COLLE SNC;;;2688701;072021
TER;immobile 2182;STUDI DI FATTIBILITA E COSTI COMP. COMMISSIONE AGGIUTRICATRICE;LOCALITA GIOIA DEL COLLE SNC;;;2688700;072021
TER;immobile 2184;INDENNITA DI ESPRIORIO E FRAZIONAMENTO ZONA PIP D/2;LOCALITA GIOIA DEL COLLE SNC;;;2688699;072021
TER;immobile 2187;SPESE DI FRAZIONAMENTO AREA PER REALIZZAZIONE STRADA SAN LANNAZZARO E L.ARIOSTO;LOCALITA GIOIA DEL COLLE SNC;;;2688698;072021
TER;immobile 219;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MINERVA SNC;;;2689284;072021
TER;immobile 2192;RETE FOGNARIA COMUNALE ZONA PIP;LOCALITA GIOIA DEL COLLE SNC;;;2688697;072021
TER;immobile 2193;LAVORI DI MIGLIORAMENTO FUNZIONAMENTO IMPIANTI TRATTAMENTO RIFIUTI;LOCALITA GIOIA DEL COLLE SNC;;;2688696;072021
TER;immobile 2196;CAMPAGNA DI PREVENZIONE INCENDI BOSCHIVI;LOCALITA GIOIA DEL COLLE SNC;;;2688695;072021
TER;immobile 2197;"-  2596 19/08/2010 U08060 EKOS SRL            -FATTURA NR. 52  DEL 20/07/2 -         10.800,00
";LOCALITA GIOIA DEL COLLE SNC;;;2688694;072021
TER;immobile 2198;"-  3878 16/12/2010 U07473 DITTA DICORATO GIUSE-FATTURA NR. 17  DEL 12/10/2 -          2.220,82
";LOCALITA GIOIA DEL COLLE SNC;;;2688693;072021
TER;immobile 22;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BASSI UGO SNC;;;2689479;072021
TER;immobile 220;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MINOTAURO SNC;;;2689283;072021
TER;immobile 2200;RIQUALIFICAZIONE ATTRAVERSAMENTI FERROVIARI VIA DANTE - VIA DANNUNZIO;LOCALITA GIOIA DEL COLLE SNC;;;2688692;072021
TER;immobile 2203;REALIZZAZIONE PORTALE CIMITERO ISLAMICO;GIOIA DEL COLLE  VIA CIMITERO SNC;;;2688691;072021
TER;immobile 221;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DON MINZONI SNC;;;2689282;072021
TER;immobile 2216;"MIGLIORAMENTO CONDIZIONI URBANISTICHE
";LOCALITA GIOIA DEL COLLE SNC;;;2688690;072021
TER;immobile 222;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MONCENISIO SNC;;;2689281;072021
TER;immobile 2221;"PROGETTO RIFORESTAZIONE 
";LOCALITA GIOIA DEL COLLE SNC;;;2688689;072021
TER;immobile 2223;SCULTURA SAN FILIPPO NERI  RIF. DET 939 DEL 16/09/2010;GIOIA DEL COLLE  P.ZA GENERALE DALLA CHIES SNC;;;2688688;072021
TER;immobile 223;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MONTECITORIO SNC;;;2689280;072021
TER;immobile 2230;STUDIO FATTIBILITA IMPIANTO FOTOVOLTAICO;LOCALITA GIOIA DEL COLLE SNC;;;2688687;072021
TER;immobile 224;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MONTE SANNACE SNC;;;2689279;072021
TER;immobile 225;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MONTE SCALETTA SNC;;;2689278;072021
TER;immobile 2256;"PARCHEGGIO MUSEO NUOVO DEL VINO (EX DISTILLERIA) - CFR SCHEDA 2154 DEL MODELLO B
";LOCALITA GIOIA DEL COLLE SNC;;;2688686;072021
TER;immobile 2258;IMP. RACCOLTA ACQUE METEORICHE SOST. TRATTO ACQUEDOTTO;LOCALITA GIOIA DEL COLLE SNC;;;2688685;072021
TER;immobile 226;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MORFEO SNC;;;2689277;072021
TER;immobile 2262;27185/195/2009 STUDIO DI FATTIBILITA PERCORSI CICLOTURISTICI-AVANZO AMM.NE;LOCALITA GIOIA DEL COLLE SNC;;;2688684;072021
TER;immobile 2265;REALIZZAZIONE ROTATORIA VIA S. ROSA cig 08421138A40;GIOIA DEL COLLE  VIA S. ROSA SNC;;;2688683;072021
TER;immobile 227;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MORO ALDO SNC;;;2689276;072021
TER;immobile 2278;GIARDINO ATTIGUO A PALESTRONE VIA PASTORE;GIOIA DEL COLLE  VIA PASTORE SNC;;;2688682;072021
TER;immobile 2279;PSR PUGLIA;LOCALITA GIOIA DEL COLLE SNC;;;2688681;072021
TER;immobile 228;STRADA COMUNALE URBANA.Forse era via MURENA.;GIOIOA DEL COLLE Vico MURENA (Via) SNC;;;2689275;072021
TER;immobile 2282;AREE PIP;LOCALITA GIOIA DEL COLLE SNC;;;2688680;072021
TER;immobile 229;STRADA COMUNALE URBANA. Forse ha cambiato nome.;GIOIOA DEL COLLE Arco NARDULLI SNC;;;2689274;072021
TER;immobile 2292;RIPARAZ. E MESSA IN SICUREZZA CABINA ELETTRICA EX PRETURA IN VIA DANNUNZIO - SOSTITUZIONE TRASFORMATORE;GIOIA DEL COLLE  VIA DANNUNZIO;;;2688679;072021
TER;immobile 2297;MANUT. STRAORD. PIAZZALE SAGRATO CHIESA DEL CROCIFISSO;GIOIA DEL COLLE;;;2688678;072021
TER;immobile 23;PIAZZA COMUNALE URBANA;GIOIA DEL COLLE  PIAZZA BATTISTI CESARE SNC;;;2689478;072021
TER;immobile 230;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA NENNI PIETRO SNC;;;2689273;072021
TER;immobile 2309;LAVORI DI BONIFICA E SMALTIMENTO AMIANTO VIA TARANTINI;GIOIA DEL COLLE  VIA TARANTINI SNC;;;2688677;072021
TER;immobile 231;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA NITTI FRANCESCO SAVER SNC;;;2689272;072021
TER;immobile 2317;INT. STRAORD. PUBBL. ILLUM. VIA CHIARELLI;GIOIA DEL COLLE  VIA CHIARELLI SNC;;;2688676;072021
TER;immobile 232;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA NOCELLA SNC;;;2689271;072021
TER;immobile 2324;N.C.;GIOIA DEL COLLE  VIA CANONICO INDELLICATI SNC;;;2688675;072021
TER;immobile 2328;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIA DEL COLLE  VIA CASTIGLIONE SNC;;;2688674;072021
TER;immobile 233;STRADA COMUNALE URBANA, da via Einaudi, da Piazzale Padre Pio alla S.P. 239 per Noci.;GIOIA DEL COLLE  VIA NOCI SNC;;;2689270;072021
TER;immobile 2334;N.C.;GIOIA DEL COLLE  VIA SCHIAVONE SNC;;;2688673;072021
TER;immobile 2335;N.C.;GIOIA DEL COLLE  VIA MARZAGLIA SNC;;;2688672;072021
TER;immobile 234;STRADA COMUNALE URBANA. Forse chiamata via NON CAMMINA.;GIOIA DEL COLLE  VIA NON COMINA SNC;;;2689269;072021
TER;immobile 235;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA NON SPUNTA SNC;;;2689268;072021
TER;immobile 236;STRADA COMUNALE URBANA. O VIA OCCHIOGROSSO?;GIOIOA DEL COLLE Vico OCCHIOROSSO SNC;;;2689267;072021
TER;immobile 237;STRADA COMUNALE URBANA. Era OLIVA VICO I?;GIOIA DEL COLLE  VIA OLIVA Prima (VICO I) SNC;;;2689266;072021
TER;immobile 2372;LAVORI DI RIQUALIFICAZIONE AREA PEEP - NUOVO GIARDINO SANDRO PERTINI;GIOIA DEL COLLE;;;2688671;072021
TER;immobile 238;STRADA COMUNALE URBANA. Era OLIVA VICO II.;GIOIA DEL COLLE  VIA PAVESE CESARE SNC;;;2689265;072021
TER;immobile 239;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ORSINI SNC;;;2689264;072021
TER;immobile 24;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BELLINI SNC;;;2689477;072021
TER;immobile 240;STRADA COMUNALE URBANA. O via ORTOLANO?;GIOIA DEL COLLE  VIA ORTOLANI SNC;;;2689263;072021
TER;immobile 241;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DELLA PACE SNC;;;2689262;072021
TER;immobile 2414;LAVORI 2015 DI REALIZZAZIONE E GESTIONE;GIOIA DEL COLLE;;;2688670;072021
TER;immobile 2415;PROGETTO IMMATERIALE - AMBIENTE;GIOIA DEL COLLE;;;2688669;072021
TER;immobile 242;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PAISIELLO SNC;;;2689261;072021
TER;immobile 2421;TELECOM ITALIA;GIOIA DEL COLLE;;;2688668;072021
TER;immobile 2422;TELECOM ITALIA;GIOIA DEL COLLE;;;2688667;072021
TER;immobile 2423;TELECOM ITALIA;GIOIA DEL COLLE;;;2688666;072021
TER;immobile 2424;PUG - PIANO URBANISTICA GENERALE;GIOIA DEL COLLE;;;2688665;072021
TER;immobile 2425;PIANO ED AGGIORNAMENTO PIANO PROTEZIONE CIVILE 2015;GIOIA DEL COLLE;;;2688664;072021
TER;immobile 243;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA JAN PALACH SNC;;;2689260;072021
TER;immobile 244;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PALESTRO SNC;;;2689259;072021
TER;immobile 245;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PALUDE SNC;;;2689258;072021
TER;immobile 246;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PANTERA SNC;;;2689257;072021
TER;immobile 247;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PAOLO VI SNC;;;2689256;072021
TER;immobile 248;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PAPA GIOVANNI XXIII SNC;;;2689255;072021
TER;immobile 249;STRADA COMUNALE URBANA. Verific. se Via PAPALIA G.;GIOIA DEL COLLE  VIA PAPALIA P. SNC;;;2689254;072021
TER;immobile 25;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BENAGIANO A. SNC;;;2689476;072021
TER;immobile 250;STRADA COMUNALE URBANA. Verif. se vico PAPERELLA.;GIOIOA DEL COLLE Vico PAPARELLA SNC;;;2689253;072021
TER;immobile 251;STRADA COMUNALE URBANA;GIOIA DEL COLLE  LARGO PARADISO SNC;;;2689252;072021
TER;immobile 252;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PASSERO (o VICO) SNC;;;2689251;072021
TER;immobile 253;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PARINI G. SNC;;;2689250;072021
TER;immobile 254;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PARRI E. SNC;;;2689249;072021
TER;immobile 255;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PASCOLI GIOVANNI SNC;;;2689248;072021
TER;immobile 256;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DON ROCCO PASSIATORE SNC;;;2689247;072021
TER;immobile 257;STRADA COMUNALE URBANA nella zona nord del centro abitato.;GIOIA DEL COLLE  VIA PASTORE GIULIO SNC;;;2689246;072021
TER;immobile 259;STRADA COMUNALE URBANA. Forse e chiamata anche via  PECORELLA;GIOIOA DEL COLLE Vico PECORELLA SNC;;;2689245;072021
TER;immobile 26;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BERNAL SNC;;;2689475;072021
TER;immobile 260;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PELLEGRINO SNC;;;2689244;072021
TER;immobile 261;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PERGOLA SNC;;;2689243;072021
TER;immobile 262;STRADA COMUNALE URBANA. Nella zona NORD del centro, da via DAnnunzio a via Giglio.;GIOIA DEL COLLE  VIA PERSICO SNC;;;2689242;072021
TER;immobile 263;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PESCATORE SNC;;;2689241;072021
TER;immobile 264;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PETRERA MICHELE SNC;;;2689240;072021
TER;immobile 265;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico PICCOLO SNC;;;2689239;072021
TER;immobile 266;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PIGNATARO SNC;;;2689238;072021
TER;immobile 267;STRADA COMUNALE URBANA;GIOIA DEL COLLE  PIAZZA PINTO CRISTOFORO SNC;;;2689237;072021
TER;immobile 268;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PAPA PIO XII SNC;;;2689236;072021
TER;immobile 269;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico PIOTTOLA SNC;;;2689235;072021
TER;immobile 27;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BERNINI SNC;;;2689474;072021
TER;immobile 270;STRADA COMUNALE URBANA;GIOIA DEL COLLE  PIAZZA PLEBISCITO SNC;;;2689234;072021
TER;immobile 271;STRADA COMUNALE URBANA. O POERIO G.?;GIOIA DEL COLLE  VIA POERIO CARLO SNC;;;2689233;072021
TER;immobile 272;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA POSTIGLIONE SNC;;;2689232;072021
TER;immobile 273;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA POZZORONCO SNC;;;2689231;072021
TER;immobile 274;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PRATI GIOVANNI SNC;;;2689230;072021
TER;immobile 275;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PRINCIPE AMEDEO SNC;;;2689229;072021
TER;immobile 276;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PROCIDA SNC;;;2689228;072021
TER;immobile 277;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PROSERPINA SNC;;;2689227;072021
TER;immobile 278;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PUCCINI GIACOMO SNC;;;2689226;072021
TER;immobile 279;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA 4 OTTOBRE 1917/SNC;;;2689225;072021
TER;immobile 28;STRADA COMUNALE URBANA;GIOIOA DEL COLLE VICO BERNINI (VICO I) SNC;;;2689473;072021
TER;immobile 280;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA QUERCIA SNC;;;2689224;072021
TER;immobile 281;STRADA COMUNALE URBANA. O via RAPIDO.;GIOIOA DEL COLLE Vico RAPIDO SNC;;;2689223;072021
TER;immobile 282;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIALE REGINA ELENA SNC;;;2689222;072021
TER;immobile 283;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DELLA REPUBBLICA SNC;;;2689221;072021
TER;immobile 284;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DELLA RESISTENZA SNC;;;2689220;072021
TER;immobile 285;STRADA COMUNALE URBANA. O via RETTILE.;GIOIOA DEL COLLE Vico RETTILE SNC;;;2689219;072021
TER;immobile 286;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ROMA SNC;;;2689218;072021
TER;immobile 287;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ROMANO FILIPPO SNC;;;2689217;072021
TER;immobile 288;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA RONDINE SNC;;;2689216;072021
TER;immobile 289;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ROSA SALVATORE SNC;;;2689215;072021
TER;immobile 29;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BERSAGLIERE SNC;;;2689472;072021
TER;immobile 290;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ROSSETTI SNC;;;2689214;072021
TER;immobile 291;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ROSSINI SNC;;;2689213;072021
TER;immobile 292;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SALVEMINI SNC;;;2689212;072021
TER;immobile 293;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SAN FELICE SNC;;;2689211;072021
TER;immobile 294;STRADA COMUNALE URBANA. Zona Nord drl paese, laterale di via G.Pastore.;GIOIA DEL COLLE  VIA SAN FRANCESCO SNC;;;2689210;072021
TER;immobile 295;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SAN MARTINO SNC;;;2689209;072021
TER;immobile 296;STRADA COMUNALE URBANA. Forse ha cambiato nome.;GIOIOA DEL COLLE arco SAN NICOLA SNC;;;2689208;072021
TER;immobile 297;STRADA COMUNALE URBANA. Via SANNAZZARO JACOPO o SANNAZZARO S.?;GIOIA DEL COLLE  VIA SANNAZZARO JACOPO SNC;;;2689207;072021
TER;immobile 298;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SANNITICA SNC;;;2689206;072021
TER;immobile 299;STRADA COMUNALE URBANA. Vico o Via SANTA LUCIA.;GIOIOA DEL COLLE Vico SANTA LUCIA SNC;;;2689205;072021
TER;immobile 3;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ADAMO SNC;;;2689497;072021
TER;immobile 30;Forse era chiamata VIA BETTOLA, STRADA COMUNALE URBANA;GIOIOA DEL COLLE VICO BETTOLLA SNC;;;2689471;072021
TER;immobile 300;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SANTA SOFIA SNC;;;2689204;072021
TER;immobile 301;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SANZIO RAFFAELLO SNC;;;2689203;072021
TER;immobile 302;STRADA COMUNALE URBANA;GIOIOA DEL COLLE VICO I SANZIO RAFFAELLO SNC;;;2689202;072021
TER;immobile 303;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico II SANZIO RAFFAELLO SNC;;;2689201;072021
TER;immobile 304;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico SARDELLA SNC;;;2689200;072021
TER;immobile 305;STRADA COMUNALE URBANA. Vico o via SATURNO.;GIOIOA DEL COLLE Vico SATURNO SNC;;;2689199;072021
TER;immobile 306;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SAURO NAZARIO SNC;;;2689198;072021
TER;immobile 307;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SAVONAROLA SNC;;;2689197;072021
TER;immobile 308;STRADA COMUNALE URBANA;GIOIA DEL COLLE  LARGO SCARPETTA SNC;;;2689196;072021
TER;immobile 309;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SCHIAVONI SNC;;;2689195;072021
TER;immobile 31;STRADA COMUNALE URBANA;GIOIOA DEL COLLE VICO BLASICCHIO SNC;;;2689470;072021
TER;immobile 310;STRADA COMUNALE URBANA. Prosegue via Einaudi dopo Piazzale Padre Pio, verso sud. Forse ha cambiato nome.;GIOIA DEL COLLE  VIA SEGNI A. SNC;;;2689194;072021
TER;immobile 311;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SEMERIA PADRE SNC;;;2689193;072021
TER;immobile 312;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SEMPIONE SNC;;;2689192;072021
